channelGrouping,date,visitNumber,month,year,visitHour,browser,operatingSystem,isMobile,deviceCategory,continent,subContinent,country,region,metro,city,networkDomain,hits,pageviews,bounces,newVisits,campaign,source,medium,keyword,transactionRevenue
3,2017-01-26,1,1,2017,17,5,9,0,0,2,11,132,80,21,108,0,1,1.0,1,1,0,20,4,4,0
1,2017-01-26,1,1,2017,22,5,1,1,1,3,16,52,80,21,108,0,1,1.0,1,1,0,0,0,16,0
3,2017-01-26,1,1,2017,19,5,9,0,0,4,12,131,80,21,108,1355,1,1.0,1,1,0,20,4,4,0
3,2017-01-26,1,1,2017,7,18,12,1,1,2,11,132,80,21,108,0,1,1.0,1,1,0,20,4,4,0
3,2017-01-26,1,1,2017,1,18,12,1,1,2,11,132,80,21,108,0,1,1.0,1,1,0,20,4,4,0
3,2017-01-26,1,1,2017,12,7,9,0,0,4,12,131,80,21,108,211,1,1.0,1,1,0,20,4,4,0
6,2017-01-26,1,1,2017,10,5,9,0,0,3,16,52,80,21,108,1011,1,1.0,1,1,0,66,5,16,0
3,2017-01-26,1,1,2017,23,8,6,0,0,4,12,90,80,21,108,903,1,1.0,1,1,0,20,4,4,0
3,2017-01-26,1,1,2017,6,18,6,0,0,2,11,132,80,21,108,1394,1,1.0,1,1,0,20,4,4,0
3,2017-01-26,2,1,2017,19,18,12,1,1,2,11,132,80,21,108,1048,1,1.0,1,0,0,20,4,4,0
3,2017-01-26,1,1,2017,13,5,9,0,0,4,7,17,80,21,108,983,1,1.0,1,1,0,20,4,4,0
1,2017-01-26,1,1,2017,0,8,9,0,0,4,20,42,80,21,108,0,1,1.0,1,1,0,0,0,16,0
3,2017-01-26,10,1,2017,23,5,1,1,1,2,11,132,80,21,108,0,1,1.0,1,0,0,20,4,4,0
3,2017-01-26,1,1,2017,6,5,9,0,0,2,11,132,80,21,108,296,1,1.0,1,1,0,20,4,4,0
3,2017-01-26,2,1,2017,6,18,12,1,1,2,11,132,50,12,66,1048,1,1.0,1,0,0,20,4,4,0
3,2017-01-26,2,1,2017,21,18,12,1,1,2,11,132,77,19,89,1007,1,1.0,1,0,0,20,4,4,0
6,2017-01-26,1,1,2017,4,9,9,0,0,4,12,131,80,21,108,107,1,1.0,1,1,0,66,5,16,0
3,2017-01-26,1,1,2017,9,5,6,0,0,2,11,132,80,21,108,0,1,1.0,1,1,0,20,4,4,0
3,2017-01-26,1,1,2017,21,5,9,0,0,4,7,29,57,0,75,1359,1,1.0,1,1,0,20,4,4,0
3,2017-01-26,1,1,2017,14,5,1,1,1,3,16,52,80,21,108,1355,1,1.0,1,1,0,20,4,4,0
3,2017-01-26,1,1,2017,0,5,9,0,0,2,13,16,80,21,108,1355,1,1.0,1,1,0,20,4,4,0
3,2017-01-26,2,1,2017,12,5,1,1,1,4,7,29,80,21,108,666,1,1.0,1,0,0,20,4,4,0
6,2017-01-26,1,1,2017,5,5,9,0,0,2,2,100,80,21,108,1355,1,1.0,1,1,0,66,5,16,0
3,2017-01-26,1,1,2017,19,5,9,0,0,4,7,50,80,21,108,1236,1,1.0,1,1,0,20,4,4,0
3,2017-01-26,1,1,2017,12,18,6,0,0,2,11,132,80,21,108,1355,1,1.0,1,1,0,20,4,4,0
3,2017-01-26,1,1,2017,7,5,9,0,0,3,14,53,33,0,43,447,1,1.0,1,1,0,20,4,4,0
3,2017-01-26,11,1,2017,0,5,1,1,1,2,11,132,80,21,108,0,1,1.0,1,0,0,20,4,4,0
3,2017-01-26,1,1,2017,19,5,1,1,1,3,16,52,41,0,62,1421,1,1.0,1,1,0,20,4,4,0
3,2017-01-26,1,1,2017,22,5,9,0,0,4,7,110,80,21,108,1200,1,1.0,1,1,0,20,4,4,0
3,2017-01-26,1,1,2017,23,5,1,1,1,4,12,90,80,21,108,0,1,1.0,1,1,0,20,4,4,0
3,2017-01-26,1,1,2017,15,5,1,1,2,4,12,131,80,21,108,211,1,1.0,1,1,0,20,4,4,0
3,2017-01-26,1,1,2017,22,5,9,0,0,4,7,29,28,0,36,0,1,1.0,1,1,0,20,4,4,0
3,2017-01-26,1,1,2017,13,5,9,0,0,4,12,31,80,21,108,0,1,1.0,1,1,0,20,4,4,0
6,2017-01-26,1,1,2017,11,5,9,0,0,3,14,53,33,0,43,1255,1,1.0,1,1,0,66,5,16,0
3,2017-01-26,1,1,2017,1,5,1,1,1,2,11,20,54,0,100,0,1,1.0,1,1,0,20,4,4,0
3,2017-01-26,1,1,2017,2,5,1,1,1,4,20,42,80,21,108,0,1,1.0,1,1,0,20,4,4,0
6,2017-01-26,1,1,2017,14,5,9,0,0,3,16,52,80,21,108,1355,1,1.0,1,1,0,66,5,16,0
6,2017-01-26,1,1,2017,0,5,9,0,0,3,19,41,80,21,108,1355,1,1.0,1,1,0,66,5,16,0
5,2017-01-26,14,1,2017,0,5,9,0,0,2,11,132,10,18,61,0,1,1.0,1,0,0,43,5,16,0
6,2017-01-26,1,1,2017,3,5,9,0,0,2,11,132,80,21,108,1007,1,1.0,1,1,0,66,5,16,0
1,2017-01-26,1,1,2017,6,5,6,0,0,2,11,132,10,18,61,0,1,1.0,1,1,0,0,0,16,0
2,2017-01-26,6,1,2017,1,5,1,1,1,2,11,132,80,21,108,0,1,1.0,1,0,0,15,3,16,0
3,2017-01-26,1,1,2017,23,5,5,0,0,2,11,20,80,21,108,1100,1,1.0,1,1,0,20,4,4,0
3,2017-01-26,1,1,2017,14,5,9,0,0,4,12,131,80,21,108,1016,1,1.0,1,1,0,20,4,4,0
6,2017-01-26,1,1,2017,17,5,9,0,0,3,19,41,80,21,108,1355,1,1.0,1,1,0,66,5,16,0
3,2017-01-26,1,1,2017,2,5,1,1,1,4,7,29,80,21,108,1359,1,1.0,1,1,0,20,4,4,0
3,2017-01-26,1,1,2017,23,3,1,1,1,4,7,29,80,21,108,1147,1,1.0,1,1,0,20,4,4,0
3,2017-01-26,1,1,2017,23,5,6,0,0,2,11,132,80,21,108,1394,1,1.0,1,1,0,20,4,4,0
1,2017-01-26,1,1,2017,19,5,1,1,2,2,11,132,80,21,108,1074,1,1.0,1,1,0,0,0,16,0
3,2017-01-26,1,1,2017,0,18,12,1,1,2,11,132,80,21,108,128,1,1.0,1,1,0,20,4,4,0
6,2017-01-26,1,1,2017,20,1,1,1,2,3,16,92,80,21,108,1355,1,1.0,1,1,0,66,5,16,0
3,2017-01-26,1,1,2017,21,5,9,0,0,4,7,29,28,0,36,0,1,1.0,1,1,0,20,4,4,0
3,2017-01-26,1,1,2017,6,5,9,0,0,2,11,20,7,0,102,1101,1,1.0,1,1,0,20,4,4,0
3,2017-01-26,1,1,2017,4,5,3,0,0,2,11,132,50,12,66,1394,1,1.0,1,1,0,20,4,4,0
3,2017-01-26,1,1,2017,2,5,9,0,0,4,20,42,80,21,108,0,1,1.0,1,1,0,20,4,4,0
3,2017-01-26,1,1,2017,19,5,9,0,0,4,12,31,80,21,108,378,1,1.0,1,1,0,20,4,4,0
3,2017-01-26,6,1,2017,6,5,9,0,0,2,11,132,80,21,108,1048,1,1.0,1,0,0,20,4,4,0
3,2017-01-26,1,1,2017,6,5,9,0,0,4,12,131,80,21,108,1407,1,1.0,1,1,0,20,4,4,0
3,2017-01-26,1,1,2017,19,5,9,0,0,2,11,20,54,0,100,1214,1,1.0,1,1,0,20,4,4,0
1,2017-01-26,1,1,2017,22,5,9,0,0,4,7,29,47,0,68,1437,1,1.0,1,1,0,0,0,16,0
3,2017-01-26,1,1,2017,23,8,9,0,0,3,16,92,80,21,108,1355,1,1.0,1,1,0,20,4,4,0
3,2017-01-26,2,1,2017,4,5,1,1,1,4,12,131,21,10,51,1271,2,2.0,0,0,0,20,4,4,0
3,2017-01-26,1,1,2017,8,18,12,1,1,2,11,132,50,12,66,0,2,2.0,0,1,0,20,4,4,0
3,2017-01-26,1,1,2017,13,18,12,1,2,4,12,31,80,21,108,81,2,1.0,1,1,0,20,4,4,0
3,2017-01-26,1,1,2017,22,18,12,1,1,2,11,132,80,21,108,1074,2,2.0,0,1,0,20,4,4,0
3,2017-01-26,1,1,2017,9,18,12,1,1,2,11,132,10,18,84,0,2,1.0,1,1,0,20,4,4,0
3,2017-01-26,1,1,2017,0,16,0,1,1,1,10,2,80,21,108,1355,2,2.0,0,1,0,20,4,37,0
1,2017-01-26,1,1,2017,11,3,1,1,1,2,11,132,80,21,108,1048,2,2.0,0,1,0,0,0,16,0
3,2017-01-26,1,1,2017,13,5,9,0,0,3,16,52,80,21,108,1355,2,2.0,0,1,0,20,4,4,0
3,2017-01-26,1,1,2017,10,18,12,1,1,2,11,132,80,21,108,296,2,2.0,0,1,0,20,4,4,0
3,2017-01-26,1,1,2017,19,18,12,1,1,3,6,59,80,21,108,0,2,2.0,0,1,0,20,4,4,0
3,2017-01-26,1,1,2017,15,5,9,0,0,4,12,70,80,21,108,1488,2,1.0,1,1,0,20,4,4,0
6,2017-01-26,1,1,2017,14,8,5,0,0,2,11,132,80,21,108,1251,2,2.0,0,1,0,66,5,16,0
6,2017-01-26,1,1,2017,18,9,9,1,1,2,11,132,80,21,108,0,2,2.0,0,1,0,66,5,16,0
3,2017-01-26,1,1,2017,1,5,6,0,0,2,11,132,80,21,108,1394,2,1.0,1,1,0,20,4,4,0
3,2017-01-26,1,1,2017,21,5,1,1,1,2,2,100,80,21,108,1364,2,1.0,1,1,0,20,4,4,0
3,2017-01-26,1,1,2017,12,18,12,1,1,3,16,52,16,0,65,1355,2,2.0,0,1,0,20,4,4,0
3,2017-01-26,1,1,2017,23,5,9,0,0,4,7,29,57,0,75,1282,2,2.0,0,1,0,20,4,4,0
3,2017-01-26,1,1,2017,23,5,1,1,1,4,20,42,80,21,108,0,2,2.0,0,1,0,20,4,4,0
6,2017-01-26,1,1,2017,21,5,9,0,0,2,11,132,0,0,0,282,2,2.0,0,1,0,66,5,16,0
3,2017-01-26,1,1,2017,22,5,1,1,1,3,14,73,80,21,108,1281,2,2.0,0,1,0,20,4,4,0
3,2017-01-26,1,1,2017,2,5,9,0,0,2,11,20,80,21,108,1381,2,2.0,0,1,0,20,4,4,0
3,2017-01-26,1,1,2017,23,18,12,1,2,4,12,31,80,21,108,1355,2,2.0,0,1,0,20,4,4,0
6,2017-01-26,3,1,2017,19,5,1,1,1,2,11,132,10,18,84,106,2,2.0,0,0,0,66,5,16,0
3,2017-01-26,1,1,2017,9,18,12,1,1,2,11,132,30,4,19,0,2,2.0,0,1,0,20,4,4,0
1,2017-01-26,1,1,2017,4,5,9,0,0,2,11,132,80,21,108,1439,2,2.0,0,1,0,0,0,16,0
3,2017-01-26,1,1,2017,13,5,9,0,0,5,1,5,80,21,108,184,2,2.0,0,1,0,20,4,4,0
3,2017-01-26,1,1,2017,22,5,9,0,0,4,7,29,47,0,68,610,2,2.0,0,1,0,20,4,4,0
6,2017-01-26,1,1,2017,1,18,12,1,1,2,11,132,72,9,35,128,2,2.0,0,1,0,66,5,16,0
6,2017-01-26,1,1,2017,0,7,9,0,0,3,14,136,80,21,108,1415,2,2.0,0,1,0,66,5,16,0
3,2017-01-26,1,1,2017,21,5,1,1,1,2,11,132,80,21,108,0,2,2.0,0,1,0,20,4,4,0
1,2017-01-26,1,1,2017,17,19,12,1,1,2,11,132,80,21,108,1074,2,2.0,0,1,0,0,0,16,0
6,2017-01-26,1,1,2017,21,9,9,0,0,2,11,132,80,21,108,1355,2,2.0,0,1,0,66,5,16,0
3,2017-01-26,2,1,2017,4,5,1,1,1,4,12,55,15,0,27,1355,2,2.0,0,0,0,20,4,4,0
3,2017-01-26,1,1,2017,1,5,9,0,0,3,16,92,80,21,108,1355,2,2.0,0,1,0,20,4,4,0
3,2017-01-26,1,1,2017,19,5,9,0,0,4,7,29,80,21,108,1282,2,2.0,0,1,0,20,4,4,0
3,2017-01-26,1,1,2017,2,18,12,1,1,4,12,118,80,21,108,1244,2,2.0,0,1,0,20,4,4,0
1,2017-01-26,1,1,2017,22,5,9,0,0,2,11,132,80,21,108,319,2,2.0,0,1,0,0,0,16,0
1,2017-01-26,1,1,2017,9,8,6,0,0,2,3,26,80,21,108,87,2,2.0,0,1,0,0,0,16,0
1,2017-01-26,3,1,2017,13,5,1,1,1,4,20,85,80,21,108,675,2,2.0,0,0,0,0,0,16,0
3,2017-01-26,1,1,2017,4,5,6,0,0,2,11,132,80,21,108,0,2,2.0,0,1,0,20,4,4,0
6,2017-01-26,1,1,2017,8,18,12,1,1,2,11,132,10,11,52,128,2,2.0,0,1,0,66,5,16,0
1,2017-01-26,1,1,2017,20,5,12,1,1,2,11,132,30,4,19,126,2,2.0,0,1,0,0,0,16,0
3,2017-01-26,1,1,2017,22,5,9,0,0,4,7,110,80,21,108,91,2,2.0,0,1,0,20,4,4,0
3,2017-01-26,1,1,2017,13,18,12,1,1,2,11,132,80,21,108,1506,2,2.0,0,1,0,20,4,4,0
3,2017-01-26,1,1,2017,18,5,1,1,1,3,16,52,78,0,47,0,2,2.0,0,1,0,20,4,4,0
3,2017-01-26,1,1,2017,13,5,6,0,0,3,14,73,80,21,108,1281,2,2.0,0,1,0,20,4,4,0
1,2017-01-26,1,1,2017,2,5,9,0,0,2,11,132,30,4,19,765,2,2.0,0,1,0,0,0,16,0
1,2017-01-26,1,1,2017,3,5,9,0,0,2,11,132,80,21,108,742,2,2.0,0,1,0,0,0,16,0
3,2017-01-26,1,1,2017,15,18,12,1,1,2,11,132,80,21,108,0,2,2.0,0,1,0,20,4,4,0
3,2017-01-26,1,1,2017,1,5,6,0,0,2,11,132,80,21,108,1394,2,2.0,0,1,0,20,4,4,0
3,2017-01-26,1,1,2017,21,5,9,0,0,4,7,29,80,21,108,1301,2,2.0,0,1,0,20,4,4,0
3,2017-01-26,1,1,2017,21,5,9,0,0,4,7,29,80,21,108,1339,2,2.0,0,1,0,20,4,4,0
3,2017-01-26,1,1,2017,18,5,9,0,0,4,20,119,80,21,108,523,2,2.0,0,1,0,20,4,4,0
3,2017-01-26,1,1,2017,14,5,9,0,0,3,16,52,80,21,108,37,3,3.0,0,1,0,20,4,4,0
3,2017-01-26,1,1,2017,21,18,6,0,0,2,11,132,80,21,108,181,3,3.0,0,1,0,20,4,4,0
3,2017-01-26,317,1,2017,20,5,9,0,0,2,11,132,76,16,81,296,3,3.0,0,0,0,20,4,4,0
3,2017-01-26,1,1,2017,20,5,9,0,0,2,11,132,80,21,108,0,3,3.0,0,1,0,20,4,4,0
6,2017-01-26,1,1,2017,22,8,9,0,0,4,20,85,80,21,108,105,3,2.0,0,1,0,66,5,16,0
3,2017-01-26,1,1,2017,6,18,12,1,1,2,11,132,50,12,66,1394,3,3.0,0,1,0,20,4,4,0
3,2017-01-26,1,1,2017,4,7,9,0,0,4,12,55,80,21,108,408,3,3.0,0,1,0,20,4,4,0
3,2017-01-26,1,1,2017,9,7,9,0,0,2,11,20,80,21,108,170,3,3.0,0,1,0,65,4,4,0
3,2017-01-26,1,1,2017,8,5,9,0,0,2,11,132,80,21,108,1506,3,3.0,0,1,0,20,4,4,0
3,2017-01-26,3,1,2017,2,5,9,0,0,2,11,132,80,21,108,205,3,3.0,0,0,0,20,4,4,0
3,2017-01-26,1,1,2017,20,18,12,1,1,4,17,57,80,21,108,449,3,3.0,0,1,0,20,4,4,0
1,2017-01-26,5,1,2017,17,5,6,0,0,2,13,16,80,21,108,1409,3,3.0,0,0,0,0,0,16,0
1,2017-06-23,1,6,2017,2,5,1,1,1,3,19,126,80,21,108,1306,1,1.0,1,1,0,0,0,16,0
3,2017-06-23,1,6,2017,17,5,6,0,0,4,20,39,29,0,70,1355,1,1.0,1,1,0,20,4,4,0
1,2017-06-23,1,6,2017,23,5,3,0,0,4,20,85,51,0,1,1358,1,1.0,1,1,0,0,0,16,0
3,2017-06-23,1,6,2017,9,5,9,0,0,3,6,23,80,21,108,1355,1,1.0,1,1,0,8,4,16,0
3,2017-06-23,1,6,2017,6,18,12,1,2,2,11,132,80,21,108,0,1,1.0,1,1,0,20,4,4,0
3,2017-06-23,1,6,2017,7,18,12,1,1,2,11,132,10,18,84,1355,1,1.0,1,1,0,20,4,4,0
3,2017-06-23,1,6,2017,5,5,6,0,0,2,11,132,10,18,84,0,1,1.0,1,1,0,20,4,4,0
3,2017-06-23,1,6,2017,17,18,6,0,0,3,6,120,68,0,0,540,1,1.0,1,1,0,20,4,4,0
3,2017-06-23,3,6,2017,21,5,6,0,0,2,11,132,10,18,61,0,1,1.0,1,0,0,20,4,4,0
3,2017-06-23,2,6,2017,1,5,1,1,1,2,11,132,80,21,108,296,1,1.0,1,0,0,20,4,4,0
3,2017-06-23,1,6,2017,12,5,9,0,0,4,7,50,8,0,15,207,1,1.0,1,1,0,20,4,4,0
3,2017-06-23,1,6,2017,10,5,1,1,1,3,16,52,80,21,108,992,1,1.0,1,1,0,20,4,4,0
3,2017-06-23,1,6,2017,17,8,9,0,0,4,7,129,80,21,108,663,1,1.0,1,1,0,20,4,97,0
3,2017-06-23,10,6,2017,18,5,9,0,0,4,12,131,80,21,108,219,1,1.0,1,0,0,20,4,4,0
3,2017-06-23,1,6,2017,8,5,1,1,1,2,3,77,80,21,108,980,1,1.0,1,1,0,20,4,4,0
3,2017-06-23,1,6,2017,13,5,9,0,0,3,6,59,73,0,57,528,1,1.0,1,1,0,20,4,4,0
3,2017-06-23,1,6,2017,20,18,12,1,2,3,6,59,80,21,108,129,1,1.0,1,1,0,20,4,4,0
3,2017-06-23,1,6,2017,1,5,9,0,0,2,11,132,10,18,85,28,1,1.0,1,1,0,20,4,4,0
3,2017-06-23,1,6,2017,2,9,9,0,0,4,7,17,80,21,108,210,1,1.0,1,1,0,20,4,4,0
3,2017-06-23,1,6,2017,21,5,9,0,0,4,7,29,57,0,75,1355,1,1.0,1,1,0,20,4,4,0
3,2017-06-23,1,6,2017,16,5,6,0,0,4,7,98,42,0,104,1203,1,1.0,1,1,0,20,4,4,0
3,2017-06-23,1,6,2017,19,5,9,0,0,4,12,131,80,21,108,211,1,1.0,1,1,0,20,4,4,0
3,2017-06-23,1,6,2017,23,9,9,0,0,4,12,131,80,21,108,0,1,1.0,1,1,0,20,4,4,0
1,2017-06-23,1,6,2017,15,5,3,0,0,4,12,131,80,21,108,1407,1,1.0,1,1,0,0,0,16,0
3,2017-06-23,1,6,2017,19,8,9,0,0,4,7,50,8,0,15,365,1,1.0,1,1,0,20,4,4,0
3,2017-06-23,2,6,2017,18,3,1,1,1,3,16,52,80,21,108,1355,1,1.0,1,0,0,20,4,4,0
3,2017-06-23,1,6,2017,16,5,9,0,0,4,12,131,21,10,51,1355,1,1.0,1,1,0,20,4,4,0
1,2017-06-23,1,6,2017,19,5,1,1,1,2,11,132,0,0,0,507,1,1.0,1,1,0,0,0,16,0
3,2017-06-23,1,6,2017,17,5,9,0,0,4,17,99,39,0,50,1423,1,1.0,1,1,0,20,4,4,0
3,2017-06-23,1,6,2017,19,5,1,1,1,4,7,29,57,0,75,1282,1,1.0,1,1,0,20,4,4,0
3,2017-06-23,1,6,2017,8,5,9,0,0,2,3,77,80,21,108,748,1,1.0,1,1,0,20,4,4,0
3,2017-06-23,1,6,2017,15,5,3,0,0,4,12,131,80,21,108,1383,1,1.0,1,1,0,20,4,4,0
3,2017-06-23,1,6,2017,2,5,5,0,0,4,7,29,57,0,75,1377,1,1.0,1,1,0,20,4,4,0
3,2017-06-23,1,6,2017,0,5,9,0,0,4,17,115,14,0,53,1355,1,1.0,1,1,0,20,4,4,0
3,2017-06-23,1,6,2017,0,8,9,0,0,2,3,94,80,21,108,228,1,1.0,1,1,0,20,4,46,0
3,2017-06-23,1,6,2017,17,5,6,0,0,4,20,42,80,21,108,167,1,1.0,1,1,0,20,4,4,0
3,2017-06-23,1,6,2017,0,5,9,0,0,4,17,115,14,0,53,1355,1,1.0,1,1,0,20,4,4,0
3,2017-06-23,1,6,2017,1,18,12,1,2,3,19,126,80,21,108,1355,1,1.0,1,1,0,20,4,4,0
3,2017-06-23,1,6,2017,2,5,9,0,0,4,17,44,80,21,108,0,1,1.0,1,1,0,20,4,4,0
3,2017-06-23,1,6,2017,20,8,9,0,0,4,20,39,80,21,108,44,1,1.0,1,1,0,20,4,4,0
3,2017-06-23,1,6,2017,22,5,9,0,0,2,13,24,80,21,108,225,1,1.0,1,1,0,20,4,4,0
3,2017-06-23,1,6,2017,20,5,9,0,0,4,17,57,80,21,108,1355,1,1.0,1,1,0,20,4,4,0
3,2017-06-23,1,6,2017,20,5,9,0,0,2,11,132,80,21,108,1246,1,1.0,1,1,0,20,4,4,0
3,2017-06-23,2,6,2017,0,18,6,0,0,4,20,42,80,21,108,1201,1,1.0,1,0,0,20,4,4,0
3,2017-06-23,1,6,2017,17,5,9,0,0,3,6,120,80,21,108,540,1,1.0,1,1,0,20,4,4,0
3,2017-06-23,1,6,2017,1,5,1,1,1,3,19,126,80,21,108,1355,1,1.0,1,1,0,20,4,4,0
3,2017-06-23,1,6,2017,21,5,6,0,0,4,20,85,51,0,1,0,1,1.0,1,1,0,20,4,4,0
3,2017-06-23,1,6,2017,1,5,6,0,0,4,20,85,51,0,1,495,1,1.0,1,1,0,20,4,4,0
3,2017-06-23,1,6,2017,18,9,9,0,0,4,17,115,80,21,108,1033,1,1.0,1,1,0,20,4,4,0
3,2017-06-23,1,6,2017,20,5,1,1,1,3,6,59,73,0,57,790,1,1.0,1,1,0,20,4,4,0
3,2017-06-23,1,6,2017,16,5,6,0,0,3,6,49,0,0,0,22,1,1.0,1,1,0,20,4,4,0
3,2017-06-23,3,6,2017,0,18,12,1,1,4,12,131,80,21,108,1407,1,1.0,1,0,0,20,4,4,0
3,2017-06-23,1,6,2017,20,5,9,0,0,4,17,57,80,21,108,1230,1,1.0,1,1,0,20,4,4,0
3,2017-06-23,1,6,2017,10,5,6,0,0,3,6,23,80,21,108,1355,1,1.0,1,1,0,20,4,4,0
5,2017-06-23,1,6,2017,5,18,12,1,2,4,20,39,80,21,108,158,1,1.0,1,1,0,59,5,16,0
3,2017-06-23,1,6,2017,16,18,6,0,0,4,12,31,80,21,108,533,1,1.0,1,1,0,20,4,4,0
3,2017-06-23,1,6,2017,22,18,6,0,0,4,17,115,14,0,53,1033,1,1.0,1,1,0,20,4,4,0
3,2017-06-23,1,6,2017,10,18,12,1,1,4,7,103,48,0,60,1355,1,1.0,1,1,0,20,4,4,0
3,2017-06-23,1,6,2017,19,5,6,0,0,4,12,90,80,21,108,769,1,1.0,1,1,0,20,4,4,0
3,2017-06-23,1,6,2017,19,18,6,0,0,4,12,31,80,21,108,1134,1,1.0,1,1,0,20,4,4,0
3,2017-06-23,1,6,2017,18,5,9,0,0,2,13,3,9,0,16,614,1,1.0,1,1,0,20,4,4,0
3,2017-06-23,1,6,2017,17,5,9,0,0,4,17,99,39,0,50,1423,1,1.0,1,1,0,20,4,4,0
3,2017-06-23,1,6,2017,14,5,9,0,0,3,14,73,80,21,108,56,1,1.0,1,1,0,20,4,4,0
3,2017-06-23,3,6,2017,10,5,6,0,0,2,11,132,10,17,83,0,1,1.0,1,0,0,20,4,4,0
3,2017-06-23,1,6,2017,19,5,6,0,0,2,11,132,10,18,85,1355,1,1.0,1,1,0,20,4,4,0
1,2017-06-23,1,6,2017,0,5,5,0,0,2,11,132,43,3,17,0,1,1.0,1,1,0,0,0,16,0
3,2017-06-23,1,6,2017,18,5,3,0,0,4,20,85,80,21,108,675,1,1.0,1,1,0,20,4,4,0
3,2017-06-23,1,6,2017,14,18,12,1,1,4,20,42,80,21,108,304,1,1.0,1,1,0,20,4,4,0
3,2017-06-23,1,6,2017,16,8,9,0,0,4,20,39,29,0,70,986,1,1.0,1,1,0,20,4,4,0
3,2017-06-23,1,6,2017,18,5,9,0,0,2,13,3,9,0,16,614,1,1.0,1,1,0,20,4,4,0
1,2017-06-23,1,6,2017,1,5,3,0,0,2,11,132,50,12,66,0,1,1.0,1,1,0,0,0,16,0
3,2017-06-23,1,6,2017,11,5,9,0,0,3,6,59,80,21,108,594,1,1.0,1,1,0,20,4,4,0
3,2017-06-23,1,6,2017,22,5,12,1,2,4,17,115,14,0,53,1033,1,1.0,1,1,0,20,4,4,0
3,2017-06-23,1,6,2017,1,5,6,0,0,4,12,131,80,21,108,730,1,1.0,1,1,0,20,4,4,0
3,2017-06-23,1,6,2017,15,5,9,0,0,4,17,57,80,21,108,1230,1,1.0,1,1,0,20,4,4,0
1,2017-06-23,1,6,2017,4,18,12,1,1,2,11,132,80,21,108,1174,1,1.0,1,1,0,0,0,16,0
3,2017-06-23,1,6,2017,9,8,6,0,0,2,11,20,80,21,108,170,1,1.0,1,1,0,20,4,4,0
3,2017-06-23,1,6,2017,15,5,3,0,0,4,12,55,15,0,27,0,1,1.0,1,1,0,20,4,4,0
3,2017-06-23,1,6,2017,18,5,1,1,1,3,19,130,80,21,108,77,1,1.0,1,1,0,20,4,4,0
3,2017-06-23,1,6,2017,23,18,12,1,1,4,12,131,21,10,51,1355,1,1.0,1,1,0,20,4,4,0
5,2017-06-23,2,6,2017,13,5,5,0,0,4,12,131,21,10,51,0,1,1.0,1,0,0,58,5,16,0
3,2017-06-23,1,6,2017,17,18,6,0,0,2,11,132,80,21,108,1394,1,1.0,1,1,0,20,4,4,0
1,2017-06-23,1,6,2017,14,5,6,0,0,3,6,23,5,0,8,0,1,1.0,1,1,0,0,0,16,0
3,2017-06-23,1,6,2017,2,5,9,0,0,4,20,85,80,21,108,958,1,1.0,1,1,0,20,4,4,0
3,2017-06-23,1,6,2017,13,5,9,0,0,4,12,131,21,10,51,0,1,1.0,1,1,0,20,4,4,0
3,2017-06-23,1,6,2017,17,5,6,0,0,4,17,99,39,0,50,1423,1,1.0,1,1,0,20,4,4,0
3,2017-06-23,1,6,2017,11,5,3,0,0,4,12,55,15,0,27,0,1,1.0,1,1,0,20,4,4,0
3,2017-06-23,1,6,2017,12,5,9,0,0,3,16,52,41,0,76,1355,1,1.0,1,1,0,20,4,4,0
3,2017-06-23,1,6,2017,16,5,1,1,1,4,12,131,80,21,108,211,1,1.0,1,1,0,20,4,4,0
3,2017-06-23,1,6,2017,17,5,1,1,1,3,16,52,35,0,9,1355,1,1.0,1,1,0,20,4,4,0
3,2017-06-23,3,6,2017,19,5,3,0,0,4,20,39,29,0,70,0,1,1.0,1,0,0,20,4,4,0
3,2017-06-23,1,6,2017,18,5,9,0,0,4,7,17,80,21,108,883,1,1.0,1,1,0,20,4,4,0
3,2017-06-23,2,6,2017,5,5,9,0,0,2,13,3,80,21,108,462,1,1.0,1,0,0,20,4,4,0
3,2017-06-23,1,6,2017,4,5,6,0,0,2,13,24,80,21,108,225,1,1.0,1,1,0,20,4,4,0
3,2017-06-23,2,6,2017,13,5,6,0,0,4,17,115,14,0,53,62,1,1.0,1,0,0,20,4,4,0
3,2017-06-23,1,6,2017,1,5,9,0,0,3,16,92,80,21,108,784,1,1.0,1,1,0,20,4,4,0
3,2017-06-23,1,6,2017,23,5,6,0,0,2,3,77,80,21,108,139,1,1.0,1,1,0,20,4,4,0
3,2017-06-23,1,6,2017,19,5,9,0,0,4,20,42,80,21,108,1418,1,1.0,1,1,0,20,4,4,0
1,2017-06-23,1,6,2017,7,18,12,1,1,3,6,23,5,0,8,1355,1,1.0,1,1,0,0,0,16,0
3,2017-06-23,1,6,2017,22,8,6,0,0,4,17,115,14,0,53,1033,1,1.0,1,1,0,20,4,4,0
3,2017-06-23,1,6,2017,22,18,12,1,1,4,12,131,21,10,51,1355,1,1.0,1,1,0,20,4,4,0
3,2017-06-23,1,6,2017,16,5,6,0,0,4,7,10,80,21,108,437,1,1.0,1,1,0,20,4,4,0
3,2017-06-23,1,6,2017,3,20,1,1,1,3,16,52,80,21,108,0,1,1.0,1,1,0,20,4,58,0
